city,type,date,annee,mois,temperature_max_celsius,temperature_min_celsius,precipitation_mm,humidity_max_percent,humidity_min_percent,wind_speed_kmh
Ouled Frej,climat_historique,2020-09-09,2020,,30.6,16.7,0.0,100,42,18.8
Ouled Frej,climat_historique,2020-09-10,2020,,29.5,20.3,0.0,97,45,18.3
Ouled Frej,climat_historique,2020-09-11,2020,,28.9,18.4,0.0,100,47,19.8
Ouled Frej,climat_historique,2020-09-12,2020,,27.6,19.4,0.0,98,53,17.6
Ouled Frej,climat_historique,2020-09-13,2020,,29.5,18.8,0.0,100,49,17.4
Ouled Frej,climat_historique,2020-09-14,2020,,28.6,19.5,0.0,100,51,18.6
Ouled Frej,climat_historique,2020-09-15,2020,,30.7,18.4,0.0,99,40,20.0
Ouled Frej,climat_historique,2020-09-16,2020,,29.5,20.0,0.0,97,46,17.6
Ouled Frej,climat_historique,2020-09-17,2020,,28.5,21.3,1.1,86,45,16.0
Ouled Frej,climat_historique,2020-09-18,2020,,27.4,19.2,0.7,96,46,24.5
Ouled Frej,climat_historique,2020-09-19,2020,,28.0,15.7,0.0,99,41,17.1
Ouled Frej,climat_historique,2020-09-20,2020,,29.9,19.1,0.0,96,34,24.4
Ouled Frej,climat_historique,2020-09-21,2020,,30.0,17.5,0.0,93,37,21.8
Ouled Frej,climat_historique,2020-09-22,2020,,32.9,19.2,0.0,98,31,20.5
Ouled Frej,climat_historique,2020-09-23,2020,,35.9,21.1,0.0,84,19,23.1
Ouled Frej,climat_historique,2020-09-24,2020,,34.7,20.5,0.0,63,25,15.8
Ouled Frej,climat_historique,2020-09-25,2020,,32.8,18.4,0.0,93,37,21.8
Ouled Frej,climat_historique,2020-09-26,2020,,26.7,17.3,0.0,97,48,21.8
Ouled Frej,climat_historique,2020-09-27,2020,,26.3,16.0,0.0,94,46,26.3
Ouled Frej,climat_historique,2020-09-28,2020,,27.7,17.4,0.0,96,38,20.4
Ouled Frej,climat_historique,2020-09-29,2020,,29.0,16.3,0.0,99,36,19.9
Ouled Frej,climat_historique,2020-09-30,2020,,27.4,19.5,0.0,97,51,16.2
Ouled Frej,climat_historique,2020-10-01,2020,,25.5,18.0,0.0,98,48,21.2
Ouled Frej,climat_historique,2020-10-02,2020,,25.3,17.8,0.2,84,46,16.9
Ouled Frej,climat_historique,2020-10-03,2020,,24.2,16.1,1.6,95,44,20.9
Ouled Frej,climat_historique,2020-10-04,2020,,24.8,13.7,0.0,81,34,22.6
Ouled Frej,climat_historique,2020-10-05,2020,,26.0,14.9,0.0,93,45,25.8
Ouled Frej,climat_historique,2020-10-06,2020,,27.3,15.1,0.0,90,34,25.0
Ouled Frej,climat_historique,2020-10-07,2020,,28.0,14.8,0.0,94,44,14.2
Ouled Frej,climat_historique,2020-10-08,2020,,28.8,15.5,0.0,99,38,16.4
Ouled Frej,climat_historique,2020-10-09,2020,,27.2,17.9,0.0,100,51,15.9
Ouled Frej,climat_historique,2020-10-10,2020,,27.5,18.1,0.0,100,48,17.4
Ouled Frej,climat_historique,2020-10-11,2020,,28.6,18.9,0.0,98,44,18.0
Ouled Frej,climat_historique,2020-10-12,2020,,30.1,16.5,0.0,98,31,20.2
Ouled Frej,climat_historique,2020-10-13,2020,,27.5,15.6,0.0,97,31,20.3
Ouled Frej,climat_historique,2020-10-14,2020,,23.9,12.9,0.0,100,47,18.7
Ouled Frej,climat_historique,2020-10-15,2020,,22.4,16.5,0.0,81,49,18.4
Ouled Frej,climat_historique,2020-10-16,2020,,21.5,12.6,0.0,84,45,14.4
Ouled Frej,climat_historique,2020-10-17,2020,,23.3,12.5,0.0,91,38,18.0
Ouled Frej,climat_historique,2020-10-18,2020,,28.9,13.4,0.0,92,28,17.2
Ouled Frej,climat_historique,2020-10-19,2020,,29.1,15.8,0.0,68,31,17.2
Ouled Frej,climat_historique,2020-10-20,2020,,30.8,16.9,2.4,92,22,44.0
Ouled Frej,climat_historique,2020-10-21,2020,,24.4,17.6,0.6,96,50,20.1
Ouled Frej,climat_historique,2020-10-22,2020,,22.6,15.2,3.4,94,56,19.8
Ouled Frej,climat_historique,2020-10-23,2020,,23.9,12.7,0.0,99,41,18.2
Ouled Frej,climat_historique,2020-10-24,2020,,25.6,12.9,0.0,96,30,22.1
Ouled Frej,climat_historique,2020-10-25,2020,,22.6,12.9,0.0,98,48,16.4
Ouled Frej,climat_historique,2020-10-26,2020,,21.9,10.8,0.3,96,62,17.1
Ouled Frej,climat_historique,2020-10-27,2020,,22.0,12.7,0.0,90,41,20.7
Ouled Frej,climat_historique,2020-10-28,2020,,23.9,11.9,0.0,93,34,20.9
Ouled Frej,climat_historique,2020-10-29,2020,,27.1,12.4,0.0,94,35,13.4
Ouled Frej,climat_historique,2020-10-30,2020,,29.4,12.4,0.0,98,27,11.4
Ouled Frej,climat_historique,2020-10-31,2020,,26.0,15.4,0.0,100,43,14.5
Ouled Frej,climat_historique,2020-11-01,2020,,26.5,16.4,0.0,97,41,21.5
Ouled Frej,climat_historique,2020-11-02,2020,,25.6,13.4,0.0,99,51,18.1
Ouled Frej,climat_historique,2020-11-03,2020,,24.8,16.0,0.0,99,53,18.8
Ouled Frej,climat_historique,2020-11-04,2020,,21.5,15.2,8.1,97,66,13.0
Ouled Frej,climat_historique,2020-11-05,2020,,21.1,13.6,9.0,95,58,23.3
Ouled Frej,climat_historique,2020-11-06,2020,,20.5,13.8,6.1,90,56,25.3
Ouled Frej,climat_historique,2020-11-07,2020,,22.2,14.9,0.3,95,58,25.7
Ouled Frej,climat_historique,2020-11-08,2020,,23.2,12.5,0.0,98,53,14.2
Ouled Frej,climat_historique,2020-11-09,2020,,22.5,11.6,0.0,100,58,16.9
Ouled Frej,climat_historique,2020-11-10,2020,,23.0,14.3,0.0,97,50,20.8
Ouled Frej,climat_historique,2020-11-11,2020,,24.4,11.4,0.0,99,43,13.7
Ouled Frej,climat_historique,2020-11-12,2020,,24.8,13.6,0.0,98,41,13.1
Ouled Frej,climat_historique,2020-11-13,2020,,23.5,16.2,0.2,88,53,13.7
Ouled Frej,climat_historique,2020-11-14,2020,,28.1,14.7,0.2,93,41,16.9
Ouled Frej,climat_historique,2020-11-15,2020,,32.7,18.9,0.0,71,20,19.6
Ouled Frej,climat_historique,2020-11-16,2020,,33.1,17.4,0.0,67,18,15.5
Ouled Frej,climat_historique,2020-11-17,2020,,32.3,16.1,0.0,63,16,14.8
Ouled Frej,climat_historique,2020-11-18,2020,,31.2,16.1,0.0,77,20,15.5
Ouled Frej,climat_historique,2020-11-19,2020,,25.2,12.1,0.0,92,49,11.4
Ouled Frej,climat_historique,2020-11-20,2020,,28.4,11.6,0.0,99,26,14.3
Ouled Frej,climat_historique,2020-11-21,2020,,26.0,10.9,0.0,100,32,14.5
Ouled Frej,climat_historique,2020-11-22,2020,,23.8,11.9,0.0,100,49,13.0
Ouled Frej,climat_historique,2020-11-23,2020,,24.2,13.1,0.0,100,37,11.2
Ouled Frej,climat_historique,2020-11-24,2020,,21.6,13.2,0.0,100,60,11.5
Ouled Frej,climat_historique,2020-11-25,2020,,22.3,12.4,6.2,100,45,28.7
Ouled Frej,climat_historique,2020-11-26,2020,,15.0,9.4,10.3,91,65,23.7
Ouled Frej,climat_historique,2020-11-27,2020,,17.2,9.2,0.3,94,48,16.9
Ouled Frej,climat_historique,2020-11-28,2020,,18.6,9.9,0.8,96,61,20.9
Ouled Frej,climat_historique,2020-11-29,2020,,17.4,13.0,8.7,96,75,16.9
Ouled Frej,climat_historique,2020-11-30,2020,,22.0,12.1,3.8,94,44,17.4
Ouled Frej,climat_historique,2020-12-01,2020,,25.0,13.6,0.3,92,34,21.3
Ouled Frej,climat_historique,2020-12-02,2020,,24.1,12.6,0.0,84,36,16.6
Ouled Frej,climat_historique,2020-12-03,2020,,21.3,12.4,0.0,100,47,15.0
Ouled Frej,climat_historique,2020-12-04,2020,,18.2,13.1,4.7,100,64,23.5
Ouled Frej,climat_historique,2020-12-05,2020,,14.9,10.9,2.5,87,55,21.4
Ouled Frej,climat_historique,2020-12-06,2020,,15.9,7.8,0.1,94,58,10.7
Ouled Frej,climat_historique,2020-12-07,2020,,18.2,8.1,0.0,95,61,12.4
Ouled Frej,climat_historique,2020-12-08,2020,,19.1,11.4,1.0,98,62,9.8
Ouled Frej,climat_historique,2020-12-09,2020,,19.9,10.7,0.0,99,60,13.7
Ouled Frej,climat_historique,2020-12-10,2020,,20.0,10.9,0.0,100,55,13.2
Ouled Frej,climat_historique,2020-12-11,2020,,20.6,12.6,0.3,100,72,13.1
Ouled Frej,climat_historique,2020-12-12,2020,,20.0,13.8,0.0,100,67,18.3
Ouled Frej,climat_historique,2020-12-13,2020,,20.4,11.1,0.0,100,69,15.1
Ouled Frej,climat_historique,2020-12-14,2020,,18.6,12.4,1.4,100,75,21.7
Ouled Frej,climat_historique,2020-12-15,2020,,20.4,10.8,0.0,100,60,13.4
Ouled Frej,climat_historique,2020-12-16,2020,,18.1,10.1,17.2,100,70,25.3
Ouled Frej,climat_historique,2020-12-17,2020,,16.0,10.4,1.9,96,71,17.3
Ouled Frej,climat_historique,2020-12-18,2020,,18.0,8.1,0.0,100,61,14.2
Ouled Frej,climat_historique,2020-12-19,2020,,17.2,8.6,0.0,100,61,9.0
Ouled Frej,climat_historique,2020-12-20,2020,,19.1,10.9,0.1,97,69,14.5
Ouled Frej,climat_historique,2020-12-21,2020,,19.3,11.4,0.0,97,61,13.6
Ouled Frej,climat_historique,2020-12-22,2020,,21.5,9.7,0.0,100,51,13.0
Ouled Frej,climat_historique,2020-12-23,2020,,21.5,9.0,0.0,99,48,10.1
Ouled Frej,climat_historique,2020-12-24,2020,,20.1,10.0,0.0,98,57,13.2
Ouled Frej,climat_historique,2020-12-25,2020,,19.4,10.9,0.0,97,55,15.4
Ouled Frej,climat_historique,2020-12-26,2020,,19.6,9.1,0.0,99,62,13.2
Ouled Frej,climat_historique,2020-12-27,2020,,18.0,8.6,0.0,100,63,11.2
Ouled Frej,climat_historique,2020-12-28,2020,,17.0,4.3,0.0,100,57,11.5
Ouled Frej,climat_historique,2020-12-29,2020,,15.9,9.6,3.7,94,77,14.3
Ouled Frej,climat_historique,2020-12-30,2020,,16.2,8.4,0.0,98,59,24.0
Ouled Frej,climat_historique,2020-12-31,2020,,16.2,5.3,0.0,92,54,19.1
Ouled Frej,climat_historique,2021-01-01,2021,,14.9,6.9,0.3,99,63,12.4
Ouled Frej,climat_historique,2021-01-02,2021,,15.1,8.1,0.5,98,53,14.3
Ouled Frej,climat_historique,2021-01-03,2021,,15.5,5.0,0.0,93,46,20.1
Ouled Frej,climat_historique,2021-01-04,2021,,15.4,4.7,0.0,92,40,12.6
Ouled Frej,climat_historique,2021-01-05,2021,,18.2,8.8,5.5,95,71,32.4
Ouled Frej,climat_historique,2021-01-06,2021,,17.2,14.6,25.9,97,81,31.4
Ouled Frej,climat_historique,2021-01-07,2021,,20.0,15.2,25.3,97,76,30.4
Ouled Frej,climat_historique,2021-01-08,2021,,18.8,11.8,24.3,94,74,40.6
Ouled Frej,climat_historique,2021-01-09,2021,,12.6,9.3,11.2,90,62,28.0
Ouled Frej,climat_historique,2021-01-10,2021,,12.4,8.1,15.9,94,71,28.3
Ouled Frej,climat_historique,2021-01-11,2021,,14.1,6.2,2.7,94,53,14.4
Ouled Frej,climat_historique,2021-01-12,2021,,14.9,4.0,0.0,93,53,13.5
Ouled Frej,climat_historique,2021-01-13,2021,,15.5,3.8,0.0,92,54,12.9
Ouled Frej,climat_historique,2021-01-14,2021,,15.0,5.1,0.0,96,58,13.6
Ouled Frej,climat_historique,2021-01-15,2021,,15.9,5.4,0.0,95,61,15.1
Ouled Frej,climat_historique,2021-01-16,2021,,16.5,5.2,0.0,98,62,15.6
Ouled Frej,climat_historique,2021-01-17,2021,,16.0,4.2,0.0,100,63,11.6
Ouled Frej,climat_historique,2021-01-18,2021,,17.1,4.8,0.0,100,58,10.7
Ouled Frej,climat_historique,2021-01-19,2021,,16.8,5.2,0.0,100,57,10.5
Ouled Frej,climat_historique,2021-01-20,2021,,17.7,8.4,2.4,94,64,31.1
Ouled Frej,climat_historique,2021-01-21,2021,,17.9,12.9,1.4,99,78,18.4
Ouled Frej,climat_historique,2021-01-22,2021,,18.5,12.2,0.7,100,84,18.9
Ouled Frej,climat_historique,2021-01-23,2021,,18.1,8.9,0.0,100,63,11.5
Ouled Frej,climat_historique,2021-01-24,2021,,18.5,6.8,0.0,100,64,9.8
Ouled Frej,climat_historique,2021-01-25,2021,,19.0,10.9,0.0,100,70,15.1
Ouled Frej,climat_historique,2021-01-26,2021,,21.0,11.6,0.0,100,66,18.7
Ouled Frej,climat_historique,2021-01-27,2021,,22.4,12.6,0.0,97,66,16.6
Ouled Frej,climat_historique,2021-01-28,2021,,23.4,11.8,0.0,100,66,14.3
Ouled Frej,climat_historique,2021-01-29,2021,,19.2,11.7,0.0,100,73,10.8
Ouled Frej,climat_historique,2021-01-30,2021,,18.9,10.6,0.0,100,70,12.8
Ouled Frej,climat_historique,2021-01-31,2021,,19.2,11.9,0.0,99,58,15.2
Ouled Frej,climat_historique,2021-02-01,2021,,20.8,10.6,0.0,97,61,17.3
Ouled Frej,climat_historique,2021-02-02,2021,,19.8,10.7,0.0,100,70,11.8
Ouled Frej,climat_historique,2021-02-03,2021,,18.1,10.0,0.0,100,70,8.8
Ouled Frej,climat_historique,2021-02-04,2021,,18.9,9.0,5.4,100,62,13.4
Ouled Frej,climat_historique,2021-02-05,2021,,15.2,10.5,14.0,98,69,28.2
Ouled Frej,climat_historique,2021-02-06,2021,,14.0,9.5,6.4,98,66,14.5
Ouled Frej,climat_historique,2021-02-07,2021,,15.9,9.6,2.7,96,55,14.8
Ouled Frej,climat_historique,2021-02-08,2021,,16.4,9.9,2.4,97,74,26.5
Ouled Frej,climat_historique,2021-02-09,2021,,18.5,13.4,1.2,98,73,26.8
Ouled Frej,climat_historique,2021-02-10,2021,,19.6,11.3,0.0,100,62,13.3
Ouled Frej,climat_historique,2021-02-11,2021,,19.4,10.6,0.0,100,71,13.1
Ouled Frej,climat_historique,2021-02-12,2021,,20.4,9.4,0.0,100,62,20.1
Ouled Frej,climat_historique,2021-02-13,2021,,19.7,10.4,0.0,98,60,23.5
Ouled Frej,climat_historique,2021-02-14,2021,,23.9,9.4,0.0,95,54,12.4
Ouled Frej,climat_historique,2021-02-15,2021,,24.6,9.9,0.0,97,53,13.4
Ouled Frej,climat_historique,2021-02-16,2021,,20.9,7.5,0.0,100,57,11.6
Ouled Frej,climat_historique,2021-02-17,2021,,20.5,11.2,0.0,100,68,11.3
Ouled Frej,climat_historique,2021-02-18,2021,,18.9,9.9,0.0,100,63,10.2
Ouled Frej,climat_historique,2021-02-19,2021,,20.8,8.7,0.0,100,55,9.7
Ouled Frej,climat_historique,2021-02-20,2021,,22.6,7.6,0.0,100,28,16.6
Ouled Frej,climat_historique,2021-02-21,2021,,16.3,9.6,19.0,94,58,33.6
Ouled Frej,climat_historique,2021-02-22,2021,,18.0,7.9,0.0,96,47,11.3
Ouled Frej,climat_historique,2021-02-23,2021,,21.3,8.1,0.0,93,45,17.1
Ouled Frej,climat_historique,2021-02-24,2021,,20.0,5.4,0.0,97,51,16.8
Ouled Frej,climat_historique,2021-02-25,2021,,18.4,9.3,1.4,100,62,17.6
Ouled Frej,climat_historique,2021-02-26,2021,,15.6,9.0,4.1,98,63,11.1
Ouled Frej,climat_historique,2021-02-27,2021,,16.0,8.8,3.9,97,71,13.9
Ouled Frej,climat_historique,2021-02-28,2021,,18.3,7.8,3.9,100,64,14.5
Ouled Frej,climat_historique,2021-03-01,2021,,18.3,7.1,1.4,100,68,13.8
Ouled Frej,climat_historique,2021-03-02,2021,,19.4,10.0,0.3,100,57,13.4
Ouled Frej,climat_historique,2021-03-03,2021,,20.5,8.6,0.0,98,62,13.7
Ouled Frej,climat_historique,2021-03-04,2021,,19.1,9.8,0.5,99,70,16.7
Ouled Frej,climat_historique,2021-03-05,2021,,18.4,10.9,8.5,95,66,19.2
Ouled Frej,climat_historique,2021-03-06,2021,,17.0,10.1,3.8,98,66,11.4
Ouled Frej,climat_historique,2021-03-07,2021,,17.2,9.5,6.6,100,75,16.6
Ouled Frej,climat_historique,2021-03-08,2021,,16.5,10.8,1.8,98,60,16.9
Ouled Frej,climat_historique,2021-03-09,2021,,16.5,9.3,1.4,95,47,17.4
Ouled Frej,climat_historique,2021-03-10,2021,,18.5,7.2,0.0,94,50,21.8
Ouled Frej,climat_historique,2021-03-11,2021,,20.8,9.4,0.0,96,47,20.4
Ouled Frej,climat_historique,2021-03-12,2021,,19.5,8.9,0.0,99,53,18.3
Ouled Frej,climat_historique,2021-03-13,2021,,20.4,11.6,0.0,96,56,21.0
Ouled Frej,climat_historique,2021-03-14,2021,,20.9,10.3,0.0,93,44,18.8
Ouled Frej,climat_historique,2021-03-15,2021,,20.5,9.8,0.0,99,63,12.7
Ouled Frej,climat_historique,2021-03-16,2021,,21.7,9.4,0.0,100,60,12.3
Ouled Frej,climat_historique,2021-03-17,2021,,21.5,8.6,0.0,100,65,11.5
Ouled Frej,climat_historique,2021-03-18,2021,,19.5,11.5,0.0,100,60,19.5
Ouled Frej,climat_historique,2021-03-19,2021,,19.2,11.1,0.1,100,48,21.0
Ouled Frej,climat_historique,2021-03-20,2021,,17.2,10.0,0.7,90,52,26.9
Ouled Frej,climat_historique,2021-03-21,2021,,18.4,7.9,0.0,77,39,22.6
Ouled Frej,climat_historique,2021-03-22,2021,,19.9,7.0,0.0,89,38,16.2
Ouled Frej,climat_historique,2021-03-23,2021,,22.7,6.3,0.0,94,38,14.9
Ouled Frej,climat_historique,2021-03-24,2021,,25.1,8.1,0.0,97,26,19.5
Ouled Frej,climat_historique,2021-03-25,2021,,26.7,8.9,0.0,98,23,15.9
Ouled Frej,climat_historique,2021-03-26,2021,,29.4,13.1,0.0,69,20,20.7
Ouled Frej,climat_historique,2021-03-27,2021,,28.5,12.9,0.0,73,21,17.2
Ouled Frej,climat_historique,2021-03-28,2021,,26.0,16.6,1.7,68,33,24.5
Ouled Frej,climat_historique,2021-03-29,2021,,26.5,15.6,0.0,86,32,24.2
Ouled Frej,climat_historique,2021-03-30,2021,,24.4,12.9,0.0,95,49,18.9
Ouled Frej,climat_historique,2021-03-31,2021,,29.8,11.6,0.0,100,33,22.4
Ouled Frej,climat_historique,2021-04-01,2021,,22.9,12.7,0.0,97,51,21.0
Ouled Frej,climat_historique,2021-04-02,2021,,22.4,14.0,0.1,100,46,20.9
Ouled Frej,climat_historique,2021-04-03,2021,,20.3,13.4,0.0,96,43,19.5
Ouled Frej,climat_historique,2021-04-04,2021,,21.5,11.4,0.5,99,45,19.8
Ouled Frej,climat_historique,2021-04-05,2021,,23.0,12.4,0.0,97,48,20.8
Ouled Frej,climat_historique,2021-04-06,2021,,21.8,14.9,0.0,100,58,19.6
Ouled Frej,climat_historique,2021-04-07,2021,,21.8,13.4,0.0,98,54,16.4
Ouled Frej,climat_historique,2021-04-08,2021,,21.9,13.3,0.0,99,53,15.1
Ouled Frej,climat_historique,2021-04-09,2021,,22.6,11.6,0.0,100,48,15.8
Ouled Frej,climat_historique,2021-04-10,2021,,21.9,10.1,0.2,100,49,17.1
Ouled Frej,climat_historique,2021-04-11,2021,,22.7,11.3,0.0,100,43,19.2
Ouled Frej,climat_historique,2021-04-12,2021,,25.6,13.3,0.0,99,43,23.3
Ouled Frej,climat_historique,2021-04-13,2021,,26.3,14.3,0.0,100,33,20.5
Ouled Frej,climat_historique,2021-04-14,2021,,25.1,15.4,0.3,99,38,20.9
Ouled Frej,climat_historique,2021-04-15,2021,,22.0,13.9,1.6,100,58,19.0
Ouled Frej,climat_historique,2021-04-16,2021,,23.0,12.6,1.0,100,51,24.0
Ouled Frej,climat_historique,2021-04-17,2021,,24.4,14.9,0.0,97,45,24.2
Ouled Frej,climat_historique,2021-04-18,2021,,24.5,15.2,0.0,97,44,24.0
Ouled Frej,climat_historique,2021-04-19,2021,,25.5,12.1,0.0,98,28,22.0
Ouled Frej,climat_historique,2021-04-20,2021,,23.2,14.4,0.0,97,46,22.4
Ouled Frej,climat_historique,2021-04-21,2021,,23.2,13.4,0.0,90,43,20.0
Ouled Frej,climat_historique,2021-04-22,2021,,24.3,12.4,0.0,95,44,21.6
Ouled Frej,climat_historique,2021-04-23,2021,,24.1,12.6,0.1,100,45,17.6
Ouled Frej,climat_historique,2021-04-24,2021,,22.6,14.4,0.3,98,48,20.1
Ouled Frej,climat_historique,2021-04-25,2021,,23.2,14.2,0.5,94,43,24.5
Ouled Frej,climat_historique,2021-04-26,2021,,22.8,15.5,0.7,88,48,31.4
Ouled Frej,climat_historique,2021-04-27,2021,,23.0,15.5,1.5,93,50,18.6
Ouled Frej,climat_historique,2021-04-28,2021,,21.9,14.5,0.9,99,52,16.8
Ouled Frej,climat_historique,2021-04-29,2021,,22.2,13.1,0.6,98,49,17.7
Ouled Frej,climat_historique,2021-04-30,2021,,18.4,12.5,1.8,86,55,17.2
Ouled Frej,climat_historique,2021-05-01,2021,,21.5,10.1,0.0,97,39,24.6
Ouled Frej,climat_historique,2021-05-02,2021,,22.0,11.4,0.0,90,39,26.5
Ouled Frej,climat_historique,2021-05-03,2021,,22.4,13.6,0.4,78,41,21.3
Ouled Frej,climat_historique,2021-05-04,2021,,24.8,14.0,0.0,100,42,19.6
Ouled Frej,climat_historique,2021-05-05,2021,,24.4,14.9,0.0,97,51,25.9
Ouled Frej,climat_historique,2021-05-06,2021,,26.7,15.1,0.0,98,39,23.1
Ouled Frej,climat_historique,2021-05-07,2021,,27.5,16.5,0.0,97,42,20.9
Ouled Frej,climat_historique,2021-05-08,2021,,25.8,16.4,0.0,100,46,21.3
Ouled Frej,climat_historique,2021-05-09,2021,,24.5,15.2,0.6,96,41,25.2
Ouled Frej,climat_historique,2021-05-10,2021,,22.6,14.4,0.3,93,42,20.1
Ouled Frej,climat_historique,2021-05-11,2021,,23.6,14.4,0.0,81,37,26.5
Ouled Frej,climat_historique,2021-05-12,2021,,23.8,12.6,0.0,84,38,26.2
Ouled Frej,climat_historique,2021-05-13,2021,,24.3,15.9,0.0,90,43,28.5
Ouled Frej,climat_historique,2021-05-14,2021,,25.4,16.0,0.0,88,46,31.7
Ouled Frej,climat_historique,2021-05-15,2021,,27.7,15.6,0.0,93,38,29.2
Ouled Frej,climat_historique,2021-05-16,2021,,28.9,16.9,0.0,85,39,34.3
Ouled Frej,climat_historique,2021-05-17,2021,,27.5,16.5,0.0,97,45,24.3
Ouled Frej,climat_historique,2021-05-18,2021,,27.8,15.1,0.0,93,40,30.2
Ouled Frej,climat_historique,2021-05-19,2021,,29.8,16.6,0.0,94,37,28.9
Ouled Frej,climat_historique,2021-05-20,2021,,30.7,15.4,0.0,90,36,22.2
Ouled Frej,climat_historique,2021-05-21,2021,,30.0,17.1,0.0,98,35,25.0
Ouled Frej,climat_historique,2021-05-22,2021,,25.2,16.9,0.0,97,54,28.8
Ouled Frej,climat_historique,2021-05-23,2021,,22.4,15.6,0.4,84,35,27.1
Ouled Frej,climat_historique,2021-05-24,2021,,23.3,13.9,0.0,85,39,33.2
Ouled Frej,climat_historique,2021-05-25,2021,,24.4,16.1,0.0,95,47,24.4
Ouled Frej,climat_historique,2021-05-26,2021,,24.9,14.1,0.0,97,49,17.5
Ouled Frej,climat_historique,2021-05-27,2021,,25.4,16.8,0.0,98,52,17.8
Ouled Frej,climat_historique,2021-05-28,2021,,28.6,15.9,0.0,100,41,21.0
Ouled Frej,climat_historique,2021-05-29,2021,,26.5,15.9,0.0,99,47,17.0
Ouled Frej,climat_historique,2021-05-30,2021,,25.9,18.3,0.3,97,60,17.8
Ouled Frej,climat_historique,2021-05-31,2021,,23.3,16.0,0.0,93,52,17.4
Ouled Frej,climat_historique,2021-06-01,2021,,24.4,14.6,0.0,96,45,18.7
Ouled Frej,climat_historique,2021-06-02,2021,,25.3,14.8,0.0,96,44,21.6
Ouled Frej,climat_historique,2021-06-03,2021,,23.1,14.9,0.0,92,53,22.7
Ouled Frej,climat_historique,2021-06-04,2021,,22.9,16.7,0.0,82,53,17.7
Ouled Frej,climat_historique,2021-06-05,2021,,24.5,16.5,0.0,92,47,22.1
Ouled Frej,climat_historique,2021-06-06,2021,,28.5,17.0,0.0,97,44,26.5
Ouled Frej,climat_historique,2021-06-07,2021,,30.6,16.9,0.0,92,38,17.2
Ouled Frej,climat_historique,2021-06-08,2021,,28.9,17.5,0.0,96,45,17.5
Ouled Frej,climat_historique,2021-06-09,2021,,31.9,15.8,0.0,97,34,18.7
Ouled Frej,climat_historique,2021-06-10,2021,,33.0,17.1,0.0,98,29,21.4
Ouled Frej,climat_historique,2021-06-11,2021,,26.9,17.0,0.0,100,46,19.2
Ouled Frej,climat_historique,2021-06-12,2021,,24.7,17.6,0.0,87,50,17.4
Ouled Frej,climat_historique,2021-06-13,2021,,26.5,16.2,0.0,100,48,17.7
Ouled Frej,climat_historique,2021-06-14,2021,,25.8,17.4,0.1,100,48,18.0
Ouled Frej,climat_historique,2021-06-15,2021,,24.3,16.2,0.0,97,49,16.6
Ouled Frej,climat_historique,2021-06-16,2021,,24.7,15.1,0.0,97,44,22.7
Ouled Frej,climat_historique,2021-06-17,2021,,25.9,18.0,1.1,97,50,19.1
Ouled Frej,climat_historique,2021-06-18,2021,,23.1,17.6,1.8,95,47,20.9
Ouled Frej,climat_historique,2021-06-19,2021,,24.4,16.5,0.4,84,40,23.9
Ouled Frej,climat_historique,2021-06-20,2021,,24.0,15.0,0.0,86,44,18.6
Ouled Frej,climat_historique,2021-06-21,2021,,22.7,16.0,0.5,95,56,20.2
Ouled Frej,climat_historique,2021-06-22,2021,,24.5,14.2,0.0,91,45,22.8
Ouled Frej,climat_historique,2021-06-23,2021,,25.9,17.5,0.0,93,45,23.1
Ouled Frej,climat_historique,2021-06-24,2021,,27.7,17.5,0.0,98,44,20.9
Ouled Frej,climat_historique,2021-06-25,2021,,26.9,18.4,0.0,100,49,20.8
Ouled Frej,climat_historique,2021-06-26,2021,,27.0,19.0,0.0,96,51,20.5
Ouled Frej,climat_historique,2021-06-27,2021,,26.2,17.9,0.0,99,47,22.9
Ouled Frej,climat_historique,2021-06-28,2021,,25.8,18.0,0.0,84,49,24.5
Ouled Frej,climat_historique,2021-06-29,2021,,25.8,17.5,0.0,85,46,22.0
Ouled Frej,climat_historique,2021-06-30,2021,,25.4,17.8,0.0,89,50,18.7
Ouled Frej,climat_historique,2021-07-01,2021,,26.9,17.4,0.0,96,45,18.2
Ouled Frej,climat_historique,2021-07-02,2021,,29.3,16.8,0.0,99,38,19.1
Ouled Frej,climat_historique,2021-07-03,2021,,28.7,17.5,0.0,100,42,25.1
Ouled Frej,climat_historique,2021-07-04,2021,,28.1,19.4,0.0,92,48,24.1
Ouled Frej,climat_historique,2021-07-05,2021,,29.3,18.5,0.0,97,43,22.7
Ouled Frej,climat_historique,2021-07-06,2021,,27.5,19.0,0.0,97,50,21.8
Ouled Frej,climat_historique,2021-07-07,2021,,26.0,18.5,0.0,91,51,24.5
Ouled Frej,climat_historique,2021-07-08,2021,,27.3,17.7,0.0,96,46,28.2
Ouled Frej,climat_historique,2021-07-09,2021,,33.2,18.7,0.0,96,41,19.4
Ouled Frej,climat_historique,2021-07-10,2021,,38.0,19.6,0.0,100,28,15.9
Ouled Frej,climat_historique,2021-07-11,2021,,35.9,22.5,0.0,81,31,16.3
Ouled Frej,climat_historique,2021-07-12,2021,,29.4,19.1,0.0,89,43,24.8
Ouled Frej,climat_historique,2021-07-13,2021,,27.8,17.7,0.0,91,43,24.4
Ouled Frej,climat_historique,2021-07-14,2021,,28.4,17.9,0.0,96,39,21.2
